Campaign_ID,Campaign_Name,Platform,Objective,Ad_Type,Audience_Age,Audience_Gender,Device,Country,Date,Week,Month,Quarter,Year,Impressions,Reach,Clicks,Spend,Conversions,Revenue,CTR,CPC,CPM,Conversion_Rate,CPA,ROAS,ROI
CID2041,Holiday Mega Sale,Facebook,Sales,Image,18-24,Male,Mobile,USA,2024-02-16,7,2,1,2024,48803,23660,1252,244.35,120,8187.2,2.57,0.2,5.01,9.58,2.04,33.51,3250.6
CID2042,Holiday Mega Sale,Instagram,Leads,Video,18-24,Female,Mobile,USA,2024-06-08,23,6,2,2024,27950,12379,1542,243.26,92,9872.29,5.52,0.16,8.7,5.97,2.64,40.58,3958.33
CID2043,Lead Generation Max,Instagram,Leads,Image,18-24,Female,Mobile,USA,2024-10-23,43,10,4,2024,23516,20287,1650,225.59,252,33521.2,7.02,0.14,9.59,15.27,0.9,148.59,14759.35
CID2044,New Product Launch,Facebook,Awareness,Image,35-44,Female,Desktop,USA,2024-06-08,23,6,2,2024,24013,10513,1576,386.92,45,1607.96,6.56,0.25,16.11,2.86,8.6,4.16,315.58
CID2045,Lead Generation Max,Facebook,Leads,Video,35-44,Mixed,Mobile,USA,2024-05-08,19,5,2,2024,40399,22446,2007,171.49,422,55513.55,4.97,0.09,4.24,21.03,0.41,323.71,32271.3
CID2046,New Product Launch,Facebook,Awareness,Image,25-34,Male,Mobile,USA,2024-07-17,29,7,3,2024,18280,14865,1276,100.05,90,3440.12,6.98,0.08,5.47,7.05,1.11,34.38,3338.4
CID2047,Website Traffic Growth,Instagram,Awareness,Story,18-24,Female,Desktop,USA,2024-11-27,48,11,4,2024,46144,41431,2656,86.57,310,8167.13,5.76,0.03,1.88,11.67,0.28,94.34,9334.13
CID2048,Holiday Mega Sale,Facebook,Leads,Image,35-44,Male,Desktop,USA,2024-02-17,7,2,1,2024,43098,33518,524,111.43,54,4728.08,1.22,0.21,2.59,10.31,2.06,42.43,4143.09
CID2049,Lead Generation Max,Instagram,Sales,Image,18-24,Mixed,Mobile,USA,2024-11-28,48,11,4,2024,17177,12741,435,338.24,108,11617.8,2.53,0.78,19.69,24.83,3.13,34.35,3334.78
CID2050,Holiday Mega Sale,Facebook,Leads,Video,35-44,Female,Mobile,USA,2024-02-17,7,2,1,2024,26375,12978,1006,42.24,89,13253.42,3.81,0.04,1.6,8.85,0.47,313.76,31276.47
CID2051,Brand Awareness Boost,Facebook,Traffic,Carousel,25-34,Male,Desktop,USA,2024-02-24,8,2,1,2024,13976,7408,711,80.07,150,16325.81,5.09,0.11,5.73,21.1,0.53,203.89,20289.42
CID2052,Conversion Accelerator,Facebook,Awareness,Video,35-44,Female,Desktop,USA,2024-08-22,34,8,3,2024,30425,14498,1392,119.18,144,18301.34,4.58,0.09,3.92,10.34,0.83,153.56,15256.05
CID2053,New Product Launch,Instagram,Traffic,Story,18-24,Male,Mobile,USA,2024-09-11,37,9,3,2024,19857,16880,803,198.4,175,19114.89,4.04,0.25,9.99,21.79,1.13,96.35,9534.52
CID2054,Conversion Accelerator,Facebook,Leads,Story,25-34,Male,Desktop,USA,2024-11-21,47,11,4,2024,8192,7162,609,412.53,113,15622.04,7.43,0.68,50.36,18.56,3.65,37.87,3686.89
CID2055,Holiday Mega Sale,Instagram,Traffic,Image,25-34,Male,Mobile,USA,2024-05-19,20,5,2,2024,40268,31429,1459,358.38,238,31431.24,3.62,0.25,8.9,16.31,1.51,87.7,8670.37
CID2056,New Product Launch,Facebook,Sales,Image,35-44,Female,Desktop,USA,2024-04-04,14,4,2,2024,24137,18142,1080,79.29,57,6292.21,4.47,0.07,3.28,5.28,1.39,79.36,7835.69
CID2057,Brand Awareness Boost,Facebook,Leads,Carousel,25-34,Male,Mobile,USA,2024-11-14,46,11,4,2024,10871,7734,781,309.58,86,8063.07,7.18,0.4,28.48,11.01,3.6,26.05,2504.52
CID2058,Lead Generation Max,Instagram,Awareness,Carousel,35-44,Male,Desktop,USA,2024-07-20,29,7,3,2024,43194,31157,519,205.83,32,1231.68,1.2,0.4,4.77,6.17,6.43,5.98,498.4
CID2059,Brand Awareness Boost,Instagram,Leads,Carousel,25-34,Mixed,Mobile,USA,2024-04-19,16,4,2,2024,21704,16229,598,287.1,46,4933.03,2.76,0.48,13.23,7.69,6.24,17.18,1618.23
CID2060,New Product Launch,Instagram,Awareness,Story,18-24,Male,Desktop,USA,2024-02-14,7,2,1,2024,3121,1918,52,246.68,9,541.45,1.67,4.74,79.04,17.31,27.41,2.19,119.49
CID2061,Lead Generation Max,Instagram,Leads,Image,18-24,Mixed,Mobile,USA,2024-05-20,21,5,2,2024,48237,29137,1424,222.36,348,40709.19,2.95,0.16,4.61,24.44,0.64,183.08,18207.78
CID2062,Lead Generation Max,Facebook,Sales,Carousel,25-34,Mixed,Desktop,USA,2024-08-23,34,8,3,2024,37993,19308,2782,416.87,354,26920.21,7.32,0.15,10.97,12.72,1.18,64.58,6357.7
CID2063,Brand Awareness Boost,Instagram,Traffic,Story,18-24,Male,Mobile,USA,2024-01-15,3,1,1,2024,44163,25286,278,90.56,6,872.78,0.63,0.33,2.05,2.16,15.09,9.64,863.76
CID2064,Lead Generation Max,Facebook,Awareness,Image,25-34,Male,Desktop,USA,2024-04-27,17,4,2,2024,22905,14472,1456,241.09,361,14983.97,6.36,0.17,10.53,24.79,0.67,62.15,6115.09
CID2065,Retargeting Strategy,Instagram,Sales,Image,25-34,Mixed,Mobile,USA,2024-11-15,46,11,4,2024,19986,16777,264,199.86,33,2320.48,1.32,0.76,10.0,12.5,6.06,11.61,1061.05
CID2066,New Product Launch,Facebook,Sales,Story,25-34,Male,Desktop,USA,2024-06-15,24,6,2,2024,34750,16442,395,450.16,19,2665.2,1.14,1.14,12.95,4.81,23.69,5.92,492.06
CID2067,Summer Promo Blast,Facebook,Traffic,Story,25-34,Male,Desktop,USA,2024-03-22,12,3,1,2024,40375,33022,2817,481.37,608,82637.56,6.98,0.17,11.92,21.58,0.79,171.67,17067.16
CID2068,New Product Launch,Facebook,Leads,Carousel,35-44,Female,Desktop,USA,2024-08-25,34,8,3,2024,49686,41912,3635,253.09,310,40672.61,7.32,0.07,5.09,8.53,0.82,160.7,15970.41
CID2069,Holiday Mega Sale,Instagram,Leads,Image,35-44,Female,Desktop,USA,2024-12-16,51,12,4,2024,12779,5525,841,413.57,107,14812.3,6.58,0.49,32.36,12.72,3.87,35.82,3481.57
CID2070,Holiday Mega Sale,Facebook,Sales,Carousel,25-34,Female,Mobile,USA,2024-10-23,43,10,4,2024,8488,6536,617,414.63,104,7393.97,7.27,0.67,48.85,16.86,3.99,17.83,1683.27
CID2071,Lead Generation Max,Facebook,Awareness,Image,25-34,Mixed,Desktop,USA,2024-06-04,23,6,2,2024,35062,24242,2654,40.59,181,14378.22,7.57,0.02,1.16,6.82,0.22,354.23,35323.06
CID2072,Website Traffic Growth,Instagram,Awareness,Carousel,35-44,Male,Mobile,USA,2024-03-30,13,3,1,2024,15133,10437,501,280.42,43,6369.02,3.31,0.56,18.53,8.58,6.52,22.71,2171.24
CID2073,New Product Launch,Facebook,Awareness,Story,18-24,Female,Desktop,USA,2024-10-15,42,10,4,2024,40513,27161,351,66.58,55,5591.59,0.87,0.19,1.64,15.67,1.21,83.98,8298.3
CID2074,Conversion Accelerator,Instagram,Sales,Story,25-34,Female,Mobile,USA,2024-07-13,28,7,3,2024,46653,29406,623,250.42,154,6196.74,1.34,0.4,5.37,24.72,1.63,24.75,2374.54
CID2075,Retargeting Strategy,Facebook,Awareness,Video,25-34,Mixed,Desktop,USA,2024-03-28,13,3,1,2024,33235,23166,627,282.63,45,5340.8,1.89,0.45,8.5,7.18,6.28,18.9,1789.68
CID2076,Website Traffic Growth,Instagram,Sales,Video,18-24,Mixed,Mobile,USA,2024-01-26,4,1,1,2024,39670,17120,847,422.48,60,1951.44,2.14,0.5,10.65,7.08,7.04,4.62,361.9
CID2077,Website Traffic Growth,Instagram,Traffic,Video,18-24,Male,Desktop,USA,2024-09-07,36,9,3,2024,6922,2916,369,435.92,84,2166.7,5.33,1.18,62.98,22.76,5.19,4.97,397.04
CID2078,Holiday Mega Sale,Facebook,Traffic,Story,18-24,Female,Mobile,USA,2024-12-14,50,12,4,2024,14656,12525,677,125.95,164,12518.45,4.62,0.19,8.59,24.22,0.77,99.39,9839.22
CID2079,Website Traffic Growth,Instagram,Traffic,Story,25-34,Male,Mobile,USA,2024-08-19,34,8,3,2024,4731,2507,241,299.83,28,2065.19,5.09,1.24,63.38,11.62,10.71,6.89,588.79
CID2080,Brand Awareness Boost,Instagram,Traffic,Video,35-44,Female,Desktop,USA,2024-08-23,34,8,3,2024,32226,21606,2458,289.03,362,41411.28,7.63,0.12,8.97,14.73,0.8,143.28,14227.68
CID2081,Brand Awareness Boost,Facebook,Awareness,Carousel,18-24,Female,Mobile,USA,2024-01-16,3,1,1,2024,10910,4613,801,376.51,88,3142.3,7.34,0.47,34.51,10.99,4.28,8.35,734.59
CID2082,Summer Promo Blast,Facebook,Leads,Video,35-44,Female,Mobile,USA,2024-05-20,21,5,2,2024,3465,2257,214,410.14,43,4770.49,6.18,1.92,118.37,20.09,9.54,11.63,1063.14
CID2083,Summer Promo Blast,Facebook,Sales,Video,35-44,Female,Desktop,USA,2024-10-19,42,10,4,2024,13035,6803,237,327.26,28,2682.72,1.82,1.38,25.11,11.81,11.69,8.2,719.75
CID2084,New Product Launch,Facebook,Traffic,Carousel,35-44,Female,Mobile,USA,2024-06-10,24,6,2,2024,20772,10834,541,476.47,46,3569.56,2.6,0.88,22.94,8.5,10.36,7.49,649.17
CID2085,Brand Awareness Boost,Facebook,Sales,Carousel,35-44,Male,Mobile,USA,2024-03-19,12,3,1,2024,24060,17588,741,32.73,38,5316.93,3.08,0.04,1.36,5.13,0.86,162.45,16144.82
CID2086,Summer Promo Blast,Instagram,Awareness,Story,18-24,Female,Desktop,USA,2024-06-20,25,6,2,2024,13550,10452,733,464.92,130,18593.01,5.41,0.63,34.31,17.74,3.58,39.99,3899.18
CID2087,Retargeting Strategy,Facebook,Sales,Story,18-24,Male,Desktop,USA,2024-04-25,17,4,2,2024,46818,27896,844,486.67,66,5424.8,1.8,0.58,10.39,7.82,7.37,11.15,1014.68
CID2088,Website Traffic Growth,Instagram,Traffic,Video,25-34,Mixed,Desktop,USA,2024-02-02,5,2,1,2024,22282,10911,184,373.89,36,913.13,0.83,2.03,16.78,19.57,10.39,2.44,144.22
CID2089,Summer Promo Blast,Instagram,Traffic,Video,35-44,Female,Mobile,USA,2024-10-11,41,10,4,2024,16657,7474,208,18.55,21,2796.3,1.25,0.09,1.11,10.1,0.88,150.74,14974.39
CID2090,Brand Awareness Boost,Instagram,Sales,Story,25-34,Male,Desktop,USA,2024-07-17,29,7,3,2024,39256,28820,2260,154.04,328,32789.44,5.76,0.07,3.92,14.51,0.47,212.86,21186.32
CID2091,Retargeting Strategy,Instagram,Sales,Carousel,35-44,Female,Desktop,USA,2024-01-24,4,1,1,2024,39351,31882,1707,110.16,223,22259.09,4.34,0.06,2.8,13.06,0.49,202.06,20106.15
CID2092,Summer Promo Blast,Instagram,Awareness,Story,35-44,Female,Mobile,USA,2024-11-11,46,11,4,2024,37357,15643,513,351.63,65,4567.69,1.37,0.69,9.41,12.67,5.41,12.99,1199.0
CID2093,Conversion Accelerator,Facebook,Sales,Carousel,35-44,Female,Mobile,USA,2024-11-26,48,11,4,2024,41694,20986,2272,193.61,510,61068.56,5.45,0.09,4.64,22.45,0.38,315.42,31442.05
CID2094,Lead Generation Max,Instagram,Sales,Image,25-34,Mixed,Desktop,USA,2024-08-03,31,8,3,2024,38634,29570,195,426.47,28,4017.76,0.5,2.19,11.04,14.36,15.23,9.42,842.1
CID2095,Retargeting Strategy,Instagram,Sales,Carousel,18-24,Female,Desktop,USA,2024-10-05,40,10,4,2024,27892,18009,623,212.07,14,1807.74,2.23,0.34,7.6,2.25,15.15,8.52,752.43
CID2096,Website Traffic Growth,Instagram,Leads,Carousel,18-24,Mixed,Desktop,USA,2024-01-17,3,1,1,2024,7492,4331,282,73.88,28,3937.6,3.76,0.26,9.86,9.93,2.64,53.3,5229.72
CID2097,Summer Promo Blast,Instagram,Awareness,Video,18-24,Mixed,Desktop,USA,2024-09-28,39,9,3,2024,45671,28814,867,481.76,76,4743.78,1.9,0.56,10.55,8.77,6.34,9.85,884.68
CID2098,Brand Awareness Boost,Instagram,Sales,Carousel,25-34,Mixed,Mobile,USA,2024-04-08,15,4,2,2024,3609,1881,44,422.78,1,111.12,1.22,9.61,117.15,2.27,422.78,0.26,-73.72
CID2099,Website Traffic Growth,Instagram,Sales,Story,25-34,Male,Mobile,USA,2024-05-07,19,5,2,2024,11193,7466,334,328.21,64,7382.78,2.98,0.98,29.32,19.16,5.13,22.49,2149.41
CID2100,Summer Promo Blast,Instagram,Leads,Image,35-44,Female,Mobile,USA,2024-03-29,13,3,1,2024,24114,17354,1689,83.94,63,8535.26,7.0,0.05,3.48,3.73,1.33,101.68,10068.29
CID2101,New Product Launch,Instagram,Sales,Story,18-24,Female,Desktop,USA,2024-09-07,36,9,3,2024,43392,18991,3372,386.13,708,47744.97,7.77,0.11,8.9,21.0,0.55,123.65,12265.0
CID2102,Website Traffic Growth,Facebook,Leads,Carousel,35-44,Mixed,Mobile,USA,2024-10-03,40,10,4,2024,11364,10153,591,164.14,107,3811.75,5.2,0.28,14.44,18.1,1.53,23.22,2222.26
CID2103,Conversion Accelerator,Instagram,Sales,Video,18-24,Mixed,Desktop,USA,2024-01-20,3,1,1,2024,14801,10325,728,128.46,81,8349.44,4.92,0.18,8.68,11.13,1.59,65.0,6399.64
CID2104,Lead Generation Max,Instagram,Leads,Image,18-24,Male,Mobile,USA,2024-03-09,10,3,1,2024,14610,11979,857,387.29,122,7751.38,5.87,0.45,26.51,14.24,3.17,20.01,1901.44
CID2105,Holiday Mega Sale,Instagram,Awareness,Carousel,25-34,Mixed,Desktop,USA,2024-07-07,27,7,3,2024,24269,11338,1411,365.52,155,20312.72,5.81,0.26,15.06,10.99,2.36,55.57,5457.21
CID2106,New Product Launch,Instagram,Awareness,Image,18-24,Female,Mobile,USA,2024-09-14,37,9,3,2024,27835,15258,1867,94.18,460,25358.92,6.71,0.05,3.38,24.64,0.2,269.26,26826.01
CID2107,Brand Awareness Boost,Facebook,Sales,Story,18-24,Male,Desktop,USA,2024-07-20,29,7,3,2024,30415,26729,1407,158.73,57,2742.29,4.63,0.11,5.22,4.05,2.78,17.28,1627.64
CID2108,Summer Promo Blast,Facebook,Sales,Video,35-44,Female,Desktop,USA,2024-08-10,32,8,3,2024,11029,7899,317,126.02,73,2334.78,2.87,0.4,11.43,23.03,1.73,18.53,1752.71
CID2109,Retargeting Strategy,Instagram,Leads,Video,18-24,Mixed,Mobile,USA,2024-02-03,5,2,1,2024,19722,13166,1087,372.16,91,9593.5,5.51,0.34,18.87,8.37,4.09,25.78,2477.79
CID2110,New Product Launch,Facebook,Traffic,Video,25-34,Male,Desktop,USA,2024-07-10,28,7,3,2024,48884,21520,827,376.82,17,1084.57,1.69,0.46,7.71,2.06,22.17,2.88,187.82
CID2111,Conversion Accelerator,Facebook,Leads,Video,25-34,Female,Desktop,USA,2024-07-29,31,7,3,2024,44033,29393,1944,11.55,93,5220.55,4.41,0.01,0.26,4.78,0.12,452.0,45099.57
CID2112,Holiday Mega Sale,Instagram,Traffic,Story,35-44,Male,Mobile,USA,2024-02-01,5,2,1,2024,18829,13696,1390,53.37,76,2815.62,7.38,0.04,2.83,5.47,0.7,52.76,5175.66
CID2113,Retargeting Strategy,Instagram,Awareness,Carousel,18-24,Male,Desktop,USA,2024-09-06,36,9,3,2024,32940,19800,2368,240.14,120,3173.0,7.19,0.1,7.29,5.07,2.0,13.21,1221.31
CID2114,Retargeting Strategy,Facebook,Leads,Carousel,25-34,Male,Mobile,USA,2024-11-24,47,11,4,2024,4352,3425,347,347.24,49,2152.02,7.97,1.0,79.79,14.12,7.09,6.2,519.75
CID2115,Conversion Accelerator,Instagram,Leads,Image,35-44,Male,Desktop,USA,2024-04-06,14,4,2,2024,3933,2794,244,328.95,12,1167.72,6.2,1.35,83.64,4.92,27.41,3.55,254.98
CID2116,Conversion Accelerator,Facebook,Traffic,Video,35-44,Mixed,Desktop,USA,2024-08-25,34,8,3,2024,12012,8921,780,360.44,75,6808.53,6.49,0.46,30.01,9.62,4.81,18.89,1788.95
CID2117,Summer Promo Blast,Instagram,Sales,Story,18-24,Mixed,Mobile,USA,2024-01-17,3,1,1,2024,32631,29299,1335,77.91,192,6465.15,4.09,0.06,2.39,14.38,0.41,82.98,8198.23
CID2118,Retargeting Strategy,Instagram,Traffic,Carousel,18-24,Female,Desktop,USA,2024-09-15,37,9,3,2024,12330,6522,600,426.77,27,3962.09,4.87,0.71,34.61,4.5,15.81,9.28,828.39
CID2119,Holiday Mega Sale,Instagram,Awareness,Carousel,25-34,Male,Mobile,USA,2024-03-19,12,3,1,2024,20900,13150,1540,155.59,193,4765.89,7.37,0.1,7.44,12.53,0.81,30.63,2963.11
CID2120,Lead Generation Max,Facebook,Traffic,Image,18-24,Male,Desktop,USA,2024-04-23,17,4,2,2024,48105,29556,330,127.23,69,9910.4,0.69,0.39,2.64,20.91,1.84,77.89,7689.36
CID2121,Website Traffic Growth,Facebook,Sales,Story,35-44,Female,Mobile,USA,2024-09-12,37,9,3,2024,33113,28975,1996,116.54,174,14174.5,6.03,0.06,3.52,8.72,0.67,121.63,12062.78
CID2122,Holiday Mega Sale,Instagram,Sales,Carousel,25-34,Mixed,Mobile,USA,2024-05-25,21,5,2,2024,13219,10410,603,335.18,134,18798.17,4.56,0.56,25.36,22.22,2.5,56.08,5508.38
CID2123,Conversion Accelerator,Instagram,Traffic,Image,25-34,Male,Desktop,USA,2024-11-03,44,11,4,2024,5784,4474,95,140.41,22,2039.9,1.64,1.48,24.28,23.16,6.38,14.53,1352.82
CID2124,Brand Awareness Boost,Facebook,Traffic,Image,18-24,Female,Mobile,USA,2024-04-28,17,4,2,2024,1985,1088,150,40.0,34,904.79,7.56,0.27,20.15,22.67,1.18,22.62,2161.97
CID2125,Lead Generation Max,Facebook,Leads,Story,25-34,Female,Mobile,USA,2024-06-05,23,6,2,2024,31994,13848,768,108.51,25,1138.61,2.4,0.14,3.39,3.26,4.34,10.49,949.31
CID2126,Lead Generation Max,Facebook,Traffic,Carousel,18-24,Male,Mobile,USA,2024-04-15,16,4,2,2024,38653,25843,2440,296.45,99,5355.85,6.31,0.12,7.67,4.06,2.99,18.07,1706.66
CID2127,Lead Generation Max,Facebook,Awareness,Story,35-44,Male,Desktop,USA,2024-06-07,23,6,2,2024,33497,19412,777,415.8,45,4749.48,2.32,0.54,12.41,5.79,9.24,11.42,1042.25
CID2128,New Product Launch,Facebook,Awareness,Carousel,25-34,Female,Mobile,USA,2024-11-02,44,11,4,2024,25899,21547,525,445.59,25,3593.39,2.03,0.85,17.2,4.76,17.82,8.06,706.43
CID2129,Brand Awareness Boost,Instagram,Awareness,Image,18-24,Mixed,Mobile,USA,2024-02-29,9,2,1,2024,34176,19368,2190,487.35,272,19270.99,6.41,0.22,14.26,12.42,1.79,39.54,3854.24
CID2130,Website Traffic Growth,Instagram,Awareness,Image,18-24,Female,Desktop,USA,2024-03-03,9,3,1,2024,22129,14255,335,44.51,12,1604.1,1.51,0.13,2.01,3.58,3.71,36.04,3503.91
CID2131,Conversion Accelerator,Instagram,Sales,Video,18-24,Mixed,Desktop,USA,2024-08-09,32,8,3,2024,34980,27867,1858,150.15,291,32298.76,5.31,0.08,4.29,15.66,0.52,215.11,21411.0
CID2132,Lead Generation Max,Facebook,Sales,Video,18-24,Male,Mobile,USA,2024-04-05,14,4,2,2024,44829,40116,3226,239.51,96,6554.43,7.2,0.07,5.34,2.98,2.49,27.37,2636.6
CID2133,Retargeting Strategy,Instagram,Traffic,Story,25-34,Male,Mobile,USA,2024-12-14,50,12,4,2024,25149,11313,1924,414.87,272,28073.33,7.65,0.22,16.5,14.14,1.53,67.67,6666.78
CID2134,Holiday Mega Sale,Instagram,Awareness,Image,35-44,Male,Mobile,USA,2024-11-16,46,11,4,2024,34029,15500,1478,371.79,53,7034.65,4.34,0.25,10.93,3.59,7.01,18.92,1792.1
CID2135,Summer Promo Blast,Facebook,Sales,Video,35-44,Female,Mobile,USA,2024-08-26,35,8,3,2024,26119,23362,808,317.81,43,5016.55,3.09,0.39,12.17,5.32,7.39,15.78,1478.47
CID2136,Lead Generation Max,Instagram,Traffic,Image,35-44,Female,Desktop,USA,2024-02-18,7,2,1,2024,35423,19228,1597,339.3,123,4936.47,4.51,0.21,9.58,7.7,2.76,14.55,1354.9
CID2137,Holiday Mega Sale,Instagram,Leads,Carousel,25-34,Male,Mobile,USA,2024-11-14,46,11,4,2024,870,468,62,256.61,2,260.85,7.13,4.14,294.95,3.23,128.31,1.02,1.65
CID2138,Brand Awareness Boost,Instagram,Awareness,Story,18-24,Mixed,Desktop,USA,2024-11-03,44,11,4,2024,26201,13329,870,170.81,123,4662.79,3.32,0.2,6.52,14.14,1.39,27.3,2629.81
CID2139,Summer Promo Blast,Instagram,Awareness,Image,35-44,Mixed,Desktop,USA,2024-01-21,3,1,1,2024,28439,24752,741,353.87,115,11239.04,2.61,0.48,12.44,15.52,3.08,31.76,3076.04
CID2140,New Product Launch,Instagram,Sales,Video,25-34,Mixed,Desktop,USA,2024-07-02,27,7,3,2024,32819,24563,415,294.16,53,7414.3,1.26,0.71,8.96,12.77,5.55,25.2,2420.5
CID2141,Conversion Accelerator,Instagram,Traffic,Image,25-34,Mixed,Desktop,USA,2024-12-13,50,12,4,2024,46856,19155,1103,57.22,166,12024.21,2.35,0.05,1.22,15.05,0.34,210.14,20914.0
CID2142,Holiday Mega Sale,Facebook,Leads,Video,35-44,Mixed,Desktop,USA,2024-02-02,5,2,1,2024,42999,36118,1995,357.64,406,19828.85,4.64,0.18,8.32,20.35,0.88,55.44,5444.36
CID2143,Summer Promo Blast,Facebook,Awareness,Image,25-34,Mixed,Mobile,USA,2024-07-14,28,7,3,2024,9784,6777,111,99.16,21,738.95,1.13,0.89,10.13,18.92,4.72,7.45,645.21
CID2144,Retargeting Strategy,Facebook,Awareness,Story,35-44,Female,Mobile,USA,2024-06-15,24,6,2,2024,526,329,8,470.89,0,0.0,1.52,58.86,895.23,0.0,0.0,0.0,-100.0
CID2145,Lead Generation Max,Facebook,Leads,Image,18-24,Female,Desktop,USA,2024-03-07,10,3,1,2024,20449,9651,1251,39.52,224,7118.05,6.12,0.03,1.93,17.91,0.18,180.11,17911.26
CID2146,Retargeting Strategy,Facebook,Traffic,Video,25-34,Mixed,Mobile,USA,2024-03-11,11,3,1,2024,46220,20812,2410,226.26,393,9925.04,5.21,0.09,4.9,16.31,0.58,43.87,4286.56
CID2147,Brand Awareness Boost,Instagram,Awareness,Story,25-34,Female,Mobile,USA,2024-10-28,44,10,4,2024,38197,16023,419,47.08,79,4885.8,1.1,0.11,1.23,18.85,0.6,103.78,10277.66
CID2148,Website Traffic Growth,Facebook,Leads,Video,18-24,Male,Mobile,USA,2024-09-13,37,9,3,2024,16797,13209,895,43.22,147,5566.28,5.33,0.05,2.57,16.42,0.29,128.79,12778.94
CID2149,Lead Generation Max,Facebook,Sales,Story,18-24,Mixed,Mobile,USA,2024-05-11,19,5,2,2024,21411,17637,1069,137.15,199,15157.6,4.99,0.13,6.41,18.62,0.69,110.52,10951.84
CID2150,Retargeting Strategy,Facebook,Sales,Story,18-24,Mixed,Desktop,USA,2024-02-19,8,2,1,2024,38933,23455,984,435.72,173,15816.02,2.53,0.44,11.19,17.58,2.52,36.3,3529.86
CID2151,New Product Launch,Facebook,Leads,Image,25-34,Female,Desktop,USA,2024-01-13,2,1,1,2024,39555,30572,987,265.56,119,8836.54,2.5,0.27,6.71,12.06,2.23,33.28,3227.51
CID2152,Lead Generation Max,Facebook,Sales,Story,18-24,Female,Desktop,USA,2024-12-04,49,12,4,2024,9945,8793,605,365.52,133,14364.16,6.08,0.6,36.75,21.98,2.75,39.3,3829.79
CID2153,Holiday Mega Sale,Facebook,Leads,Image,18-24,Mixed,Desktop,USA,2024-05-15,20,5,2,2024,17470,9117,127,348.3,20,2255.24,0.73,2.74,19.94,15.75,17.41,6.47,547.5
CID2154,Summer Promo Blast,Instagram,Sales,Story,18-24,Female,Mobile,USA,2024-10-06,40,10,4,2024,6623,2662,327,361.61,7,204.87,4.94,1.11,54.6,2.14,51.66,0.57,-43.35
CID2155,Retargeting Strategy,Instagram,Sales,Story,35-44,Female,Desktop,USA,2024-10-14,42,10,4,2024,6404,2593,188,455.21,6,525.66,2.94,2.42,71.08,3.19,75.87,1.15,15.48
CID2156,Lead Generation Max,Facebook,Sales,Image,25-34,Male,Mobile,USA,2024-12-17,51,12,4,2024,44975,26372,851,405.95,97,12430.6,1.89,0.48,9.03,11.4,4.19,30.62,2962.1
CID2157,Holiday Mega Sale,Facebook,Leads,Image,25-34,Male,Mobile,USA,2024-07-28,30,7,3,2024,45314,20539,330,371.8,22,1193.49,0.73,1.13,8.2,6.67,16.9,3.21,221.0
CID2158,Lead Generation Max,Instagram,Sales,Image,35-44,Male,Desktop,USA,2024-03-04,10,3,1,2024,45044,31995,3483,313.27,565,60719.62,7.73,0.09,6.95,16.22,0.55,193.83,19282.52
CID2159,Lead Generation Max,Instagram,Leads,Video,18-24,Mixed,Desktop,USA,2024-06-27,26,6,2,2024,37254,18254,683,420.16,24,3186.35,1.83,0.62,11.28,3.51,17.51,7.58,658.37
CID2160,Lead Generation Max,Facebook,Sales,Story,35-44,Mixed,Mobile,USA,2024-08-09,32,8,3,2024,46603,32602,1015,459.11,121,6610.66,2.18,0.45,9.85,11.92,3.79,14.4,1339.89
CID2161,Summer Promo Blast,Facebook,Traffic,Carousel,25-34,Mixed,Desktop,USA,2024-02-23,8,2,1,2024,22140,12503,217,493.71,8,1067.13,0.98,2.28,22.3,3.69,61.71,2.16,116.15
CID2162,Holiday Mega Sale,Instagram,Sales,Video,18-24,Male,Desktop,USA,2024-05-24,21,5,2,2024,47007,24058,3466,240.01,605,58659.58,7.37,0.07,5.11,17.46,0.4,244.4,24340.47
CID2163,Holiday Mega Sale,Instagram,Leads,Story,35-44,Male,Mobile,USA,2024-09-02,36,9,3,2024,49704,20367,1606,112.66,108,15109.89,3.23,0.07,2.27,6.72,1.04,134.12,13311.94
CID2164,Holiday Mega Sale,Instagram,Traffic,Image,18-24,Male,Desktop,USA,2024-05-10,19,5,2,2024,2099,1321,104,145.51,9,349.64,4.95,1.4,69.32,8.65,16.17,2.4,140.29
CID2165,Summer Promo Blast,Facebook,Awareness,Story,35-44,Male,Desktop,USA,2024-09-29,39,9,3,2024,29208,24994,1962,357.17,162,11230.94,6.72,0.18,12.23,8.26,2.2,31.44,3044.42
CID2166,Summer Promo Blast,Instagram,Awareness,Video,18-24,Female,Desktop,USA,2024-04-15,16,4,2,2024,4706,3058,275,401.11,7,1010.42,5.84,1.46,85.23,2.55,57.3,2.52,151.91
CID2167,Lead Generation Max,Instagram,Sales,Carousel,18-24,Female,Desktop,USA,2024-11-07,45,11,4,2024,46980,34748,735,92.07,130,11671.11,1.56,0.13,1.96,17.69,0.71,126.76,12576.34
CID2168,New Product Launch,Instagram,Sales,Carousel,18-24,Mixed,Desktop,USA,2024-05-22,21,5,2,2024,29460,20005,1831,465.22,264,20644.96,6.22,0.25,15.79,14.42,1.76,44.38,4337.68
CID2169,Conversion Accelerator,Instagram,Leads,Video,25-34,Mixed,Mobile,USA,2024-10-14,42,10,4,2024,48515,37996,3720,462.73,292,30955.96,7.67,0.12,9.54,7.85,1.58,66.9,6589.85
